origin_date,sku,product_name,category,subcategory,recommendation_code,recommendation_title,recommended_action,priority,priority_rank,rationale,triggering_risk,confidence_status,required_follow_up,current_stock,on_order,lead_time_days,safety_stock,reorder_point,avg_weekly_demand,weeks_of_cover,excess_weeks_of_cover,earliest_breach_week,earliest_stockout_week,projected_stockout_date,valuation_basis_confirmed,arrival_timing_confirmed,on_order_policy,overstock_threshold_weeks,overstock_threshold_status,monetary_valuation_blocked
2025-09-16,SKU010,Product 010,Storage,Sofa,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 46 units immediately or arrange emergency split-shipment. Physical stock of 37 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -67 units (stockout) in week 1, which is within the supplier lead time of 9 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,37.0,46.0,9.0,19.0,48.0,100.66453156645622,0.8245207990185248,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU012,Product 012,Home Decor,Table,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 17 units immediately or arrange emergency split-shipment. Physical stock of 43 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -124 units (stockout) in week 1, which is within the supplier lead time of 12 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,43.0,17.0,12.0,21.0,57.0,159.8716211324164,0.37530112958762063,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU019,Product 019,Lighting,Organizer,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 192 units immediately or arrange emergency split-shipment. Physical stock of 78 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -12 units (stockout) in week 1, which is within the supplier lead time of 11 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,78.0,192.0,11.0,44.0,118.0,89.16116995308809,3.028224059218377,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU026,Product 026,Furniture,Shelf,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 18 units immediately or arrange emergency split-shipment. Physical stock of 110 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -9 units (stockout) in week 1, which is within the supplier lead time of 3 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,110.0,18.0,3.0,25.0,41.0,135.08423924295658,0.947556877969937,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU031,Product 031,Furniture,Chair,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 1 units immediately or arrange emergency split-shipment. Physical stock of 202 units will be depleted in week 2.,1 — CRITICAL,1,"Projected inventory position drops to -31 units (stockout) in week 2, which is within the supplier lead time of 8 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,202.0,1.0,8.0,23.0,72.0,112.63904229092218,1.8022170276953802,0.0,2.0,2.0,2025-09-30,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU034,Product 034,Lighting,Cookware,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 61 units immediately or arrange emergency split-shipment. Physical stock of 94 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -26 units (stockout) in week 1, which is within the supplier lead time of 13 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,94.0,61.0,13.0,29.0,96.0,111.26266476525296,1.3930998356638864,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU040,Product 040,Storage,Sofa,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 122 units immediately or arrange emergency split-shipment. Physical stock of 32 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -72 units (stockout) in week 1, which is within the supplier lead time of 11 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,32.0,122.0,11.0,29.0,84.0,96.42745906314042,1.5970554600962912,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU045,Product 045,Storage,Lamp,EXPEDITE_PO,Expedite Inbound Shipment,Expedite existing inbound purchase order of 279 units immediately or arrange emergency split-shipment. Physical stock of 104 units will be depleted in week 1.,1 — CRITICAL,1,"Projected inventory position drops to -58 units (stockout) in week 1, which is within the supplier lead time of 9 days. Open orders exist but require delivery acceleration.",STOCKOUT_IMMINENT,MEDIUM_CONFIDENCE,Contact supplier within 24 hours to expedite shipment and obtain tracking confirmation.,104.0,279.0,9.0,82.0,217.0,150.67154230830772,2.5419531394740504,0.0,1.0,1.0,2025-09-23,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU001,Product 001,Furniture,Chair,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~597 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (135 units) breaches Reorder Point (547 units) in week 1, inside the supplier lead time window of 13 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,226.0,257.0,13.0,153.0,547.0,89.51382196093657,5.395814740328919,0.0,1.0,6.0,2025-10-28,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU002,Product 002,Home Decor,Table,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~282 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (53 units) breaches Reorder Point (240 units) in week 1, inside the supplier lead time window of 10 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,120.0,34.0,10.0,57.0,240.0,65.05950650987674,2.3670637584166294,0.0,1.0,3.0,2025-10-07,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU003,Product 003,Kitchen,Cushion,PLACE_PO,Issue Replenishment Purchase Order,Issue a calibrated replenishment order for ~143 units to protect week 1 Reorder Point breach. Note: Long-horizon inventory indicates 0.5 weeks of terminal surplus; do not exceed required batch size.,2 — HIGH,2,Inventory position breaches Reorder Point (141 units) in week 1 (lead time is 8 days). Reorder takes strict precedence over terminal surplus to prevent intermediate stockout.,REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,73.0,281.0,8.0,59.0,141.0,34.69859262773585,10.202142887980848,0.5017857399840406,1.0,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU007,Product 007,Home Decor,Cabinet,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~584 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (208 units) breaches Reorder Point (340 units) in week 1, inside the supplier lead time window of 14 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,367.0,183.0,14.0,97.0,340.0,145.9912135247818,3.7673500118323098,0.0,1.0,4.0,2025-10-14,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU018,Product 018,Kitchen,Rug,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~611 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (119 units) breaches Reorder Point (305 units) in week 1, inside the supplier lead time window of 11 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,277.0,317.0,11.0,125.0,305.0,152.81764618934062,3.8869856643651985,0.0,1.0,4.0,2025-10-14,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU021,Product 021,Furniture,Chair,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~200 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (33 units) breaches Reorder Point (74 units) in week 1, inside the supplier lead time window of 9 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,89.0,123.0,9.0,21.0,74.0,49.99057301203224,4.240799559328389,0.0,1.0,4.0,2025-10-14,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
2025-09-16,SKU030,Product 030,Storage,Sofa,PLACE_PO,Issue Replenishment Purchase Order,Place replenishment purchase order for ~111 units. Target supplier delivery on or before week 1.,2 — HIGH,2,"Projected inventory position (54 units) breaches Reorder Point (82 units) in week 1, inside the supplier lead time window of 10 days.",REORDER_POINT_BREACH_LT,MEDIUM_CONFIDENCE,Create purchase order requisition and transmit to vendor within 48 hours.,86.0,137.0,10.0,19.0,82.0,27.673994005539377,8.058106826046256,0.0,1.0,,,False,False,Policy_B_LT,8,ENGINEERING_RECOMMENDATION_PENDING_BUSINESS_APPROVAL,True
